,acousticness,loudness,energy,explicit
536851,0.947,-11.042,0.367,0
40290,0.0677,-13.094,0.519,0
32514,0.916,-12.41,0.313,0
352246,0.268,-5.09,0.829,0
332838,0.111,-6.12,0.657,0
293840,0.0553,-4.085,0.741,0
153874,0.204,-9.612,0.573,0
488053,0.731,-24.349,0.232,0
67074,0.000457,-4.818,0.973,0
139159,0.512,-11.313,0.547,0
363417,0.974,-2.044,0.696,0
198249,0.202,-6.528,0.52,0
241329,0.000933,-13.575,0.528,0
8533,0.831,-6.579,0.634,0
387400,0.19,-3.123,0.95,1
109731,0.958,-15.588,0.102,0
108247,0.974,-13.308,0.272,0
568761,0.524,-11.904,0.322,0
31891,0.626,-9.83,0.422,0
239057,0.978,-9.925,0.127,0
299318,0.126,-11.053,0.78,0
96228,0.871,-11.791,0.434,0
181158,0.00285,-8.141,0.814,0
6270,0.994,-15.121,0.152,0
101890,0.218,-8.874,0.679,0
498072,0.755,-10.645,0.585,0
56175,0.424,-9.032,0.511,0
446203,0.373,-8.232,0.6,0
253857,0.684,-12.32,0.236,0
335476,0.355,-6.526,0.493,0
179491,0.989,-24.522,0.0713,0
163919,0.428,-13.507,0.316,0
454076,0.0181,-5.545,0.84,0
547611,0.299,-22.178,0.223,0
340500,0.0274,-17.181,0.193,0
181232,0.46,-5.525,0.814,0
156094,0.0159,-3.815,0.762,0
534774,7.81e-05,-4.291,0.925,0
87363,0.000907,-3.363,0.868,0
341811,0.347,-7.409,0.711,0
563886,0.682,-9.095,0.446,0
238482,0.437,-12.083,0.299,0
481837,0.409,-18.378,0.234,0
469316,0.000302,-8.739,0.928,0
337012,0.556,-7.055,0.605,0
465502,0.549,-12.992,0.572,0
374582,0.605,-7.591,0.666,0
23365,0.982,-6.421,0.975,0
11613,0.724,-13.778,0.438,0
469339,0.275,-9.284,0.79,0
73197,1.17e-05,-4.491,0.926,1
19281,0.654,-13.143,0.272,0
516812,0.861,-9.084,0.49,0
205590,0.198,-12.59,0.571,0
20581,0.875,-13.793,0.24,0
397740,0.0497,-4.27,0.945,0
53994,0.342,-7.41,0.448,0
113765,0.315,-1.749,0.805,0
19949,0.993,-16.284,0.22,0
249203,0.422,-15.53,0.53,0
303257,0.899,-13.632,0.16,0
126536,0.497,-13.79,0.38,0
302560,0.0617,-3.063,0.848,0
466748,0.587,-10.689,0.384,0
44102,0.981,-20.201,0.0676,0
340021,0.768,-30.214,0.0785,0
41372,0.609,-6.736,0.625,0
367305,0.763,-11.652,0.459,0
187842,0.0373,-8.024,0.552,0
577405,0.961,-19.562,0.245,0
200728,0.208,-4.188,0.665,0
412114,0.99,-19.472,0.0886,0
477500,0.000292,-5.889,0.901,0
443960,0.000933,-8.76,0.712,0
443175,0.279,-7.293,0.57,0
247262,0.903,-10.237,0.233,0
69621,0.015,-8.984,0.614,1
384449,0.0891,-7.851,0.842,0
95381,0.995,-18.8,0.169,0
381455,0.0822,-8.352,0.588,0
585889,0.89,-20.617,0.119,0
342393,0.492,-8.568,0.305,0
420811,0.69,-9.897,0.488,0
120000,0.0122,-7.749,0.832,0
351948,0.000295,-6.398,0.639,0
524525,0.669,-8.449,0.7,0
493165,0.676,-19.903,0.197,0
60086,0.0555,-4.962,0.905,0
394122,0.125,-12.444,0.572,0
573133,0.972,-10.583,0.171,0
526288,0.221,-11.622,0.395,0
552163,0.0037,-4.621,0.96,0
33572,0.797,-15.733,0.238,0
281010,0.305,-8.925,0.609,0
387491,0.00367,-3.247,0.896,0
179169,0.991,-13.039,0.253,0
476554,0.551,-4.361,0.65,0
500550,0.126,-6.434,0.639,1
115118,0.00164,-13.816,0.517,1
213175,0.382,-11.574,0.304,0
535935,0.193,-3.497,0.93,1
365076,0.167,-6.145,0.881,0
117172,0.12,-10.149,0.527,0
223600,0.376,-6.474,0.631,0
484671,0.0172,-16.889,0.215,0
529405,0.236,-4.048,0.983,0
381117,0.179,-10.776,0.541,0
23455,0.995,-9.951,0.052,0
421876,0.82,-9.093,0.251,0
538417,0.493,-15.899,0.369,0
14134,0.994,-10.474,0.262,0
554036,0.102,-11.688,0.509,0
227162,0.316,-6.549,0.939,0
247234,0.857,-15.796,0.244,0
181689,0.275,-7.372,0.692,0
459014,0.26,-12.207,0.784,0
460690,0.59,-14.124,0.312,0
475374,0.49,-6.614,0.579,0
232938,0.965,-5.52,0.522,0
4201,0.7,-20.823,0.154,0
178970,0.585,-6.19,0.631,0
178928,0.00218,-4.318,0.919,0
399710,0.0291,-5.052,0.726,0
398092,0.094,-6.517,0.767,1
274258,0.298,-5.795,0.703,0
327174,0.0757,-3.89,0.91,0
239584,0.421,-15.752,0.275,0
96876,0.361,-17.94,0.339,0
287050,0.902,-10.946,0.418,0
71860,0.381,-9.542,0.506,0
65643,0.22,-12.008,0.535,0
390362,0.147,-4.701,0.873,1
82831,0.978,-18.749,0.0236,0
232576,0.901,-16.34,0.319,0
551680,0.867,-10.54,0.314,0
524039,0.668,-10.152,0.58,0
486146,0.272,-15.935,0.348,0
385355,0.0212,-7.044,0.664,0
240242,0.384,-11.824,0.432,0
307476,0.142,-15.739,0.572,0
30892,0.789,-9.194,0.512,0
326795,0.735,-8.719,0.537,0
62391,0.875,-9.495,0.487,0
459659,0.0967,-5.208,0.879,0
394683,0.337,-7.161,0.632,0
431414,0.000522,-8.495,0.765,0
171461,0.0171,-4.711,0.968,0
279761,0.121,-7.139,0.7,0
330831,0.946,-6.72,0.295,0
100538,0.0568,-7.826,0.474,0
138533,0.979,-17.735,0.233,0
443306,0.00481,-4.697,0.694,0
471933,0.298,-14.482,0.497,0
243714,0.899,-14.854,0.222,0
405236,0.00759,-4.846,0.553,0
137645,0.943,-24.449,0.0745,0
231545,0.397,-6.684,0.55,0
471259,0.838,-11.88,0.306,0
177441,0.000223,-2.232,0.991,0
283486,8.12e-06,-8.602,0.822,0
28877,0.894,-16.522,0.331,0
77986,0.006,-7.646,0.821,0
6330,0.895,-14.271,0.328,0
360472,0.986,-16.002,0.221,0
10181,0.957,-12.061,0.3,0
163297,0.967,-11.648,0.383,0
449115,0.194,-8.493,0.499,0
366584,0.202,-9.252,0.681,0
87801,0.000945,-5.639,0.839,0
217748,0.00107,-5.666,0.225,1
12787,0.95,-17.01,0.218,0
162578,0.268,-10.745,0.667,0
339840,0.0343,-16.408,0.531,0
182432,0.926,-10.047,0.375,0
578409,0.635,-18.507,0.318,0
131322,0.00207,-3.44,0.889,0
15475,0.995,-27.356,0.104,0
302764,0.00333,-6.104,0.764,1
265220,0.357,-4.067,0.677,1
237577,0.0972,-9.07,0.426,0
509100,0.00995,-4.033,0.916,0
378689,0.0223,-5.876,0.589,0
489185,0.365,-9.023,0.75,0
15340,0.995,-24.215,0.033,0
378240,0.379,-10.4,0.613,0
221599,0.775,-14.044,0.464,0
258439,0.0319,-5.423,0.905,0
541802,0.782,-9.202,0.337,0
382861,0.327,-12.28,0.259,0
449021,0.056,-4.519,0.618,0
88899,0.934,-13.617,0.237,0
555615,0.0445,-6.053,0.735,0
571264,0.612,-13.073,0.273,0
330599,0.71,-13.398,0.26,0
524758,0.0942,-12.737,0.654,0
521630,0.969,-19.848,0.115,0
160504,0.264,-7.174,0.631,0
401094,0.991,-11.067,0.399,0
575980,0.62,-12.115,0.321,1
66872,0.488,-7.139,0.585,0
376728,0.861,-30.414,0.0206,0
75033,0.0478,-4.958,0.568,1
359639,0.792,-8.032,0.417,0
482103,0.821,-21.929,0.242,0
507703,0.0675,-8.138,0.742,0
85122,0.00446,-3.729,0.754,0
149528,0.437,-7.888,0.45,0
40431,0.47,-12.352,0.693,0
446890,0.882,-19.091,0.426,0
259861,0.458,-10.125,0.471,0
103479,0.571,-29.779,0.0478,0
454555,0.939,-18.67,0.0695,0
283113,0.097,-8.859,0.694,0
193112,0.531,-13.507,0.456,0
353590,0.678,-1.727,0.904,0
356060,0.559,-7.798,0.429,0
90977,0.0626,-6.813,0.594,1
223713,0.028,-7.298,0.922,0
149267,0.00276,-13.395,0.379,0
282702,0.00126,-11.06,0.732,0
439603,0.986,-18.83,0.153,0
194691,0.642,-6.489,0.601,0
467413,0.935,-15.804,0.614,0
403748,0.0599,-7.382,0.785,0
548792,0.00706,-7.442,0.764,0
254774,0.0883,-5.987,0.692,0
497565,0.0702,-6.125,0.981,0
12541,0.994,-9.436,0.287,0
266939,0.975,-13.697,0.266,0
577801,0.00874,-6.497,0.907,0
419496,0.144,-5.948,0.719,0
200236,0.178,-5.974,0.845,0
353208,0.829,-15.754,0.144,0
277652,0.227,-3.727,0.614,0
171668,0.00354,-4.501,0.868,0
300186,0.775,-13.292,0.223,0
295945,0.236,-10.422,0.597,0
315338,0.797,-13.417,0.149,0
296488,0.825,-10.004,0.327,0
574387,0.616,-9.289,0.381,0
172418,0.00883,-2.832,0.812,0
15114,0.881,-15.873,0.16,0
551116,0.00762,-10.926,0.87,0
118955,0.816,-13.153,0.433,0
574562,0.00698,-4.944,0.945,0
437712,0.398,-4.133,0.768,0
184816,0.382,-7.534,0.761,0
80295,0.252,-22.363,0.195,0
576597,0.609,-7.908,0.454,0
329071,0.738,-10.694,0.46,0
362746,0.68,-10.831,0.292,0
19516,0.994,-22.344,0.111,0
324266,0.265,-9.336,0.771,0
68555,0.108,-9.674,0.525,0
99672,0.0273,-10.468,0.567,0
445798,0.39,-11.285,0.438,0
392504,0.547,-11.612,0.323,0
512342,0.993,-8.932,0.447,0
529289,0.546,-4.673,0.859,0
11083,0.987,-6.829,0.272,0
565848,0.896,-24.646,0.0534,0
220732,0.805,-10.16,0.796,0
174108,0.00244,-5.099,0.778,0
381226,0.452,-7.998,0.74,1
380768,0.00243,-5.972,0.948,0
574616,0.0535,-3.928,0.906,0
27840,0.973,-22.228,0.0173,0
446514,0.501,-9.071,0.507,0
474510,0.00555,-3.954,0.977,0
437225,0.182,-5.28,0.706,0
419317,0.204,-5.132,0.659,1
543223,0.347,-6.274,0.821,0
391955,0.551,-8.224,0.48,0
229309,0.655,-9.334,0.566,0
268624,0.252,-5.435,0.848,0
125443,0.994,-11.734,0.094,0
561701,0.0855,-3.436,0.799,0
400979,0.994,-8.733,0.396,0
487190,0.00977,-5.666,0.794,0
67562,0.747,-7.748,0.477,0
171103,0.038,-7.642,0.482,0
231023,0.146,-4.106,0.904,0
204625,0.0195,-8.679,0.788,0
563630,0.696,-10.197,0.399,0
266670,0.287,-14.331,0.348,0
545052,0.054,-4.449,0.894,0
11895,0.963,-11.744,0.269,0
379468,0.342,-6.488,0.68,1
410086,0.351,-14.413,0.41,0
433876,0.769,-7.026,0.785,0
365279,0.641,-7.48,0.522,0
422775,0.208,-12.379,0.531,0
21214,0.89,-17.309,0.189,0
221835,0.494,-13.766,0.633,0
152964,0.729,-6.637,0.539,0
574753,0.104,-15.17,0.672,0
299254,0.115,-12.471,0.715,0
290622,0.665,-11.614,0.287,0
513472,0.995,-15.653,0.185,0
71739,0.89,-8.099,0.291,0
14142,0.995,-3.927,0.507,0
290421,0.108,-15.185,0.508,0
363254,0.0961,-7.87,0.719,0
278020,0.531,-6.147,0.491,0
373112,0.818,-13.495,0.333,0
556594,0.00134,-4.63,0.952,0
495625,0.399,-14.597,0.459,0
456635,0.468,-9.6,0.38,0
196689,0.742,-10.368,0.409,0
562601,0.0354,-4.824,0.862,0
527238,0.177,-6.365,0.725,0
146573,0.77,-9.247,0.647,0
191573,0.752,-5.67,0.357,0
207911,0.197,-12.526,0.513,0
520987,0.982,-13.233,0.279,0
107865,0.57,-11.701,0.335,0
208005,0.289,-7.465,0.617,0
467856,0.00107,-3.222,0.922,0
257087,0.986,-13.798,0.232,0
21738,0.696,-10.301,0.264,0
301596,0.862,-14.464,0.31,0
242261,0.395,-8.213,0.602,0
6821,0.165,-12.983,0.181,0
346108,0.952,-15.197,0.415,0
499945,0.611,-17.509,0.302,0
493926,0.819,-11.08,0.657,0
27416,0.977,-11.016,0.208,0
191145,0.446,-10.433,0.625,0
302370,0.0149,-7.159,0.952,0
399918,0.079,-4.493,0.898,1
534286,0.223,-9.875,0.602,0
264484,0.143,-8.055,0.623,1
551303,0.00321,-10.425,0.611,0
195257,0.803,-12.474,0.504,0
368418,0.536,-16.642,0.409,0
225550,0.0021,-10.629,0.479,0
387279,0.306,0.481,0.98,0
452189,0.562,-12.768,0.495,0
342976,0.279,-5.782,0.673,0
575875,0.663,-7.337,0.571,0
26312,0.988,-18.969,0.264,0
191613,0.401,-11.669,0.509,0
240879,0.00668,-8.33,0.741,1
265790,0.979,-15.125,0.24,0
244393,0.0119,-8.386,0.76,0
299585,0.0276,-8.203,0.657,0
528356,0.0234,-5.159,0.942,0
483259,0.302,-7.549,0.934,0
296444,0.938,-13.847,0.25,0
230965,0.759,-10.813,0.313,0
471275,0.986,-21.938,0.181,0
117659,0.032,-5.936,0.987,0
301691,0.485,-8.174,0.647,0
218596,0.0868,-3.704,0.794,0
224496,0.691,-12.988,0.185,0
544726,0.993,-31.964,0.0135,0
454616,0.957,-19.894,0.0894,0
574001,0.442,-6.635,0.494,0
396173,0.68,-7.892,0.429,0
470486,1.32e-05,-3.527,0.831,0
311497,0.245,-6.086,0.643,0
144481,0.208,-21.362,0.314,0
23209,0.935,-14.794,0.136,0
412096,0.992,-20.005,0.0439,0
285063,0.849,-15.637,0.211,0
156769,0.565,-2.988,0.722,0
527432,0.0235,-9.697,0.566,0
7320,0.982,-15.544,0.142,0
536995,0.764,-11.647,0.541,0
494010,0.872,-7.94,0.908,0
272397,0.159,-11.356,0.672,0
574418,0.332,-11.638,0.388,0
107925,0.936,-12.677,0.162,0
491086,0.754,-14.936,0.444,0
112087,0.379,-3.941,0.636,0
358846,0.518,-9.701,0.503,0
457725,0.624,-15.917,0.41,0
194047,0.678,-9.031,0.703,0
187739,0.202,-5.711,0.792,1
374908,0.99,-22.141,0.133,0
66642,0.05,-9.541,0.515,1
72525,0.343,-7.222,0.533,0
371724,0.556,-8.081,0.623,0
28214,0.819,-10.636,0.448,0
488810,0.00372,-7.421,0.511,0
329933,0.264,-4.648,0.538,0
330238,0.262,-8.996,0.427,0
366800,0.664,-4.175,0.676,0
3297,0.99,-8.313,0.376,0
323776,0.038,-4.002,0.863,0
562936,0.0696,-6.05,0.605,0
455339,0.000583,-7.502,0.633,0
485415,0.605,-10.724,0.47,0
261310,1.46e-05,-7.512,0.962,0
174460,0.0188,-5.73,0.967,0
318932,0.508,-13.174,0.352,0
463497,0.0706,-7.433,0.639,0
368335,0.0108,-8.77,0.507,0
314613,0.957,-8.976,0.535,0
427113,0.668,-6.421,0.382,0
245568,0.0823,-6.488,0.78,1
441184,0.00112,-6.871,0.759,0
431554,0.68,-10.505,0.732,0
440974,0.097,-15.623,0.599,0
520419,0.886,-12.591,0.401,0
160075,0.829,-9.902,0.502,0
398593,0.0561,-8.311,0.907,0
443849,0.642,-8.301,0.368,0
391166,0.0914,-9.004,0.746,0
535314,0.225,-5.73,0.89,0
48725,0.355,-8.873,0.682,0
507467,0.17,-7.527,0.764,1
316019,0.193,-11.916,0.333,0
207205,0.665,-7.877,0.442,0
476918,0.201,-10.791,0.776,0
474325,0.0272,-5.5,0.582,0
569702,0.239,-5.019,0.615,0
272485,0.0571,-13.562,0.447,0
551165,0.00851,-6.948,0.87,0
327003,0.788,-11.697,0.243,0
530031,0.406,-5.148,0.803,0
213820,0.246,-13.98,0.409,0
576315,0.805,-10.934,0.527,0
503851,0.0974,-9.111,0.643,0
430178,0.643,-12.209,0.41,0
160062,0.974,-10.118,0.0914,0
540463,0.133,-3.923,0.712,0
274921,0.421,-9.804,0.527,0
312997,0.42,-4.925,0.931,0
259144,0.689,-10.528,0.523,0
355457,0.871,-8.199,0.399,0
261269,0.00323,-1.844,0.875,0
582106,0.941,-14.7,0.25,0
275880,0.525,-16.527,0.242,0
567285,0.498,-8.706,0.538,0
351650,0.0218,-6.218,0.875,0
487526,0.182,-7.933,0.592,0
272907,0.525,-8.39,0.542,0
310637,0.0709,-4.113,0.942,0
485765,0.727,-9.063,0.3,0
49818,0.00591,-6.398,0.812,0
277659,0.0931,-5.237,0.839,0
467936,0.0496,-6.272,0.773,0
323115,0.00108,-6.163,0.71,0
255028,0.589,-7.489,0.81,0
306324,0.94,-14.055,0.559,0
547450,0.648,-10.446,0.528,0
21868,0.988,-10.74,0.212,0
247285,0.15,-11.384,0.381,0
85479,0.451,-8.355,0.373,0
239812,0.975,-19.836,0.202,0
440533,0.961,-21.862,0.0222,0
189032,0.549,-8.975,0.569,0
567500,0.249,-8.098,0.587,0
585172,0.257,-4.308,0.658,0
41939,0.567,-11.094,0.405,0
417666,0.989,-11.607,0.363,0
284224,0.626,-8.944,0.681,0
410733,0.349,-11.156,0.48,0
303394,0.00202,-6.045,0.926,0
182759,0.243,-11.021,0.481,0
541609,0.386,-9.349,0.786,0
12836,0.995,-24.718,0.0249,0
117401,0.33,-9.565,0.43,0
13833,0.658,-22.161,0.166,0
489865,0.0246,-4.502,0.846,0
176254,0.0256,-5.123,0.742,0
519601,0.872,-4.366,0.75,0
125384,0.000385,-12.438,0.61,0
365280,0.596,-15.232,0.335,0
290582,0.451,-4.128,0.976,0
381873,0.278,-1.682,0.868,0
68377,0.0106,-7.204,0.476,0
248100,0.831,-15.989,0.301,0
465424,0.206,-8.496,0.698,0
183728,0.163,-6.834,0.797,0
410701,0.665,-13.134,0.332,0
136086,0.964,-7.006,0.402,0
163862,0.00241,-12.49,0.535,0
221651,0.496,-9.138,0.849,0
360152,0.17,-3.853,0.928,0
498797,0.257,-9.541,0.638,0
318659,0.909,-26.458,0.0736,0
506604,0.865,-13.83,0.382,0
469752,0.000384,-4.329,0.936,0
368659,0.771,-6.839,0.419,0
303094,0.286,-8.022,0.342,0
148590,0.0475,-13.835,0.511,0
528383,0.0196,-8.703,0.753,0
290480,0.329,-9.483,0.724,0
187950,0.0946,-11.191,0.857,0
495382,0.738,-10.6,0.535,0
167760,0.457,-3.76,0.815,0
462341,0.0119,-3.413,0.953,0
78288,0.294,-4.379,0.673,0
61071,8.49e-05,-7.043,0.978,0
187398,0.0904,-4.141,0.716,1
236432,0.213,-10.017,0.307,0
390048,0.238,-3.169,0.73,0
295382,0.836,-8.296,0.411,0
32918,0.646,-16.276,0.256,0
316880,0.00949,-10.306,0.62,0
137622,0.875,-11.615,0.3,0
413943,0.288,-5.956,0.535,0
207349,0.219,-10.519,0.529,0
57946,0.0151,-7.299,0.619,0
145727,0.356,-6.683,0.614,0
151233,0.31,-10.949,0.43,0
516203,0.886,-7.971,0.251,0
578064,0.831,-19.739,0.301,0
539164,3.53e-05,-8.11,0.799,0
137674,0.939,-12.457,0.341,0
204157,0.902,-6.225,0.557,0
62215,0.198,-10.728,0.776,1
409599,0.535,-8.648,0.557,0
537780,0.784,-8.839,0.451,0
262397,0.000613,-6.657,0.68,0
310203,0.162,-9.227,0.827,0
392237,0.22,-14.628,0.413,0
548254,0.736,-9.479,0.371,0
420687,0.0179,-4.784,0.71,0
102393,0.0904,-8.545,0.826,0
346773,0.00469,-3.816,0.957,0
216861,0.0535,-5.052,0.921,0
304601,9.61e-06,-8.065,0.97,0
194368,0.135,-10.504,0.697,0
165447,0.0337,-6.077,0.964,0
399277,0.0438,-5.321,0.539,0
35013,0.256,-7.408,0.676,0
149379,0.377,-5.597,0.794,0
130087,0.0205,-3.326,0.724,0
399292,0.0965,-4.186,0.717,0
418954,0.12,-6.11,0.665,0
101786,0.256,-8.3,0.476,0
541525,0.953,-17.136,0.0745,0
298247,0.0311,-5.726,0.834,0
423880,0.71,-8.548,0.353,0
40481,0.51,-12.441,0.734,0
108861,0.411,-4.693,0.625,0
126340,0.27,-8.424,0.57,0
456222,0.507,-8.374,0.572,0
422088,0.182,-10.376,0.323,0
95811,0.97,-16.666,0.272,0
371824,0.789,-6.324,0.561,0
52709,0.332,-14.436,0.474,0
443910,0.353,-7.116,0.626,0
171101,0.000816,-4.669,0.96,0
388571,0.368,-4.037,0.761,0
68661,0.00604,-4.361,0.79,0
304448,0.00508,-5.567,0.513,0
53358,0.703,-14.47,0.386,0
188950,0.0334,-6.244,0.669,0
505267,0.933,-18.269,0.279,0
566080,0.00276,-5.181,0.835,0
6006,0.963,-11.053,0.385,0
135739,0.994,-12.398,0.126,0
46209,0.908,-11.977,0.215,0
7514,0.974,-11.282,0.769,0
199540,0.204,-4.027,0.824,0
468493,0.911,-10.321,0.487,1
198835,0.00855,-9.239,0.568,0
266107,0.748,-7.53,0.519,0
214113,0.586,-4.957,0.587,0
142535,0.796,-13.577,0.384,0
12102,0.926,-13.764,0.38,0
355596,0.759,-14.362,0.354,0
354193,0.835,-11.132,0.222,0
178433,0.0119,-6.985,0.883,1
504159,0.347,-7.619,0.823,0
276686,0.904,-10.357,0.29,0
329965,0.127,-13.211,0.373,0
28882,0.632,-8.828,0.494,0
506064,0.23,-3.732,0.874,0
276316,0.455,-7.994,0.531,0
425886,0.356,-7.568,0.467,0
391372,0.222,-7.849,0.471,0
426707,0.24,-14.332,0.378,0
361362,0.072,-4.964,0.662,0
562827,0.00776,-3.618,0.771,0
586612,6.99e-05,-6.619,0.652,0
504165,0.158,-7.816,0.767,0
172223,0.0201,-7.672,0.759,0
12136,0.947,-10.299,0.287,0
364518,0.584,-10.125,0.414,0
273984,0.521,-4.358,0.63,0
557105,0.114,-5.418,0.744,0
192328,0.857,-14.991,0.368,0
159972,0.95,-12.32,0.261,0
71279,0.00674,-5.534,0.905,0
413839,0.785,-11.365,0.374,0
195395,0.195,-14.289,0.519,0
104808,0.0451,-4.683,0.917,0
118153,0.148,-5.014,0.911,0
293251,0.804,-12.525,0.343,0
34920,0.846,-13.324,0.481,0
441504,0.000128,-1.973,0.908,0
280673,0.667,-13.286,0.449,0
204068,0.862,-11.671,0.461,0
280683,0.873,-11.045,0.233,0
236254,0.841,-8.73,0.471,0
411226,0.561,-11.98,0.436,0
129778,0.0805,-8.489,0.741,0
426322,0.00103,-5.849,0.83,0
168800,0.475,-8.976,0.538,0
263576,0.264,-5.929,0.807,1
359539,0.0459,-2.825,0.957,0
541200,0.0678,-20.907,0.306,0
377970,0.614,-13.826,0.503,0
162932,0.597,-11.204,0.452,0
497263,0.694,-16.335,0.624,0
312040,0.278,-7.309,0.592,0
295116,0.523,-10.247,0.495,0
257461,0.836,-10.857,0.267,0
331444,0.277,-11.105,0.582,0
382956,0.032,-6.46,0.804,0
508721,0.0953,-5.364,0.931,0
348672,0.0861,-8.107,0.416,0
408749,0.809,-9.457,0.394,0
22808,0.846,-16.974,0.128,0
56139,0.00633,-12.826,0.424,0
129409,0.955,-22.76,0.0383,0
454898,0.393,-9.632,0.821,0
305211,0.0303,-5.779,0.562,1
57380,0.324,-13.431,0.327,0
341158,0.964,-15.615,0.0477,0
533028,0.709,-16.06,0.126,0
558856,0.652,-9.043,0.349,0
223263,0.102,-4.605,0.92,0
61312,0.0164,-4.853,0.888,0
476289,0.843,-13.454,0.126,0
25842,0.837,-17.821,0.305,0
428845,0.763,-7.197,0.87,0
520375,0.576,-8.573,0.628,0
305570,0.917,-8.655,0.844,0
75789,0.0108,-7.047,0.827,0
572923,0.172,-9.767,0.956,0
49802,0.0916,-8.795,0.423,0
281452,0.597,-3.819,0.63,0
57325,0.215,-16.304,0.225,0
450874,0.0506,-4.687,0.538,0
362650,0.102,-11.016,0.447,0
182291,0.862,-16.171,0.16,0
572684,0.582,-11.624,0.602,0
399061,0.356,-6.966,0.641,0
74268,0.426,-6.786,0.675,0
249167,0.8,-11.171,0.488,0
465427,0.217,-10.867,0.711,0
557098,0.217,-4.455,0.889,0
249477,0.179,-7.766,0.745,0
442391,0.671,-16.726,0.254,0
235596,0.227,-6.034,0.886,0
307031,0.448,-11.117,0.533,0
553243,0.00131,-6.931,0.705,0
571808,0.454,-5.782,0.726,0
176392,0.15,-4.658,0.702,0
130716,0.27,-7.152,0.507,0
288567,0.201,-13.276,0.395,0
331715,0.764,-11.06,0.458,0
272277,0.797,-6.22,0.411,0
556190,0.079,-6.645,0.457,0
103914,0.595,-20.234,0.336,0
493494,0.501,-18.535,0.166,0
451819,0.756,-12.618,0.41,0
19514,0.822,-17.032,0.217,0
425516,0.06,-6.276,0.553,0
113628,0.0259,-4.187,0.947,0
182446,0.0251,-11.567,0.837,0
342050,0.575,-12.982,0.524,0
476006,0.688,-8.361,0.679,0
354808,0.53,-15.371,0.473,0
56184,0.727,-10.599,0.365,0
374510,0.672,-10.787,0.461,0
341503,0.309,-7.82,0.589,0
118980,0.894,-12.854,0.183,0
522348,0.908,-8.441,0.673,0
360380,0.253,-9.135,0.827,0
525808,0.0729,-13.791,0.531,0
363162,0.729,-12.336,0.34,0
577049,0.591,-15.812,0.272,0
309501,0.988,-10.399,0.249,0
550125,0.274,-14.229,0.349,0
473027,0.491,-6.798,0.874,0
357349,0.449,-5.776,0.768,1
516432,0.887,-10.3,0.467,0
180477,0.692,-12.553,0.52,0
237094,0.376,-3.763,0.703,0
495370,0.643,-9.773,0.487,0
132356,0.995,-5.019,0.482,0
461230,0.0943,-3.121,0.977,0
575930,0.691,-10.269,0.371,0
203266,0.481,-7.824,0.527,0
499777,0.000284,-3.625,0.966,0
58662,0.0038,-7.844,0.907,0
223245,0.773,-15.52,0.292,0
136415,0.904,-18.424,0.382,0
164118,0.209,-10.793,0.726,0
569074,0.67,-10.172,0.655,0
308327,0.419,-18.168,0.352,0
402998,0.0033,-8.912,0.845,0
23801,0.861,-8.592,0.404,0
131518,9.94e-05,-6.866,0.757,0
268439,0.885,-17.252,0.19,0
249501,0.806,-22.083,0.315,0
449178,0.262,-11.059,0.483,0
547630,0.69,-6.492,0.635,0
4422,0.993,-17.222,0.228,0
426711,0.41,-5.978,0.693,0
47206,0.279,-6.877,0.62,0
583545,0.0444,-3.453,0.82,0
363104,0.259,-2.717,0.948,0
484451,0.0129,-8.728,0.796,0
270908,0.669,-13.195,0.43,0
192408,0.785,-19.129,0.156,0
230928,0.389,-6.589,0.644,1
473933,0.0121,-7.143,0.621,0
213576,0.782,-7.059,0.671,0
498833,0.121,-15.699,0.516,0
251048,0.0161,-7.398,0.881,0
405813,0.263,-4.949,0.795,0
75096,0.272,-0.923,0.953,0
433280,0.208,-6.725,0.908,0
537183,0.991,-8.478,0.383,0
367585,0.0442,-8.914,0.724,0
474878,0.689,-5.244,0.595,0
266277,0.901,-10.045,0.159,0
420725,0.141,-5.712,0.768,1
92912,4.46e-06,-8.563,0.847,0
241610,0.66,-10.745,0.609,0
147191,0.44,-18.19,0.207,0
412956,0.818,-8.149,0.259,0
62532,0.025,-5.119,0.842,0
305958,0.945,-12.248,0.254,0
339538,0.754,-10.797,0.359,0
520389,0.979,-10.438,0.315,0
201851,0.99,-25.277,0.19,0
201407,0.871,-11.98,0.737,0
65196,0.423,-3.983,0.89,0
393292,0.441,-16.312,0.414,0
177674,6.93e-05,-5.94,0.931,0
304639,0.0414,-5.533,0.89,0
169756,9.14e-06,-8.759,0.679,0
20799,0.995,-7.562,0.0941,0
420307,0.0291,-5.271,0.848,0
40375,0.847,-21.08,0.0975,0
46201,0.00835,-8.012,0.717,0
387415,0.186,-4.361,0.814,0
272227,0.631,-9.283,0.577,0
126564,0.889,-21.878,0.0554,0
305967,0.945,-14.914,0.193,0
34484,0.994,-32.997,0.0389,0
468052,0.378,-5.679,0.85,0
427493,0.106,-7.329,0.639,0
64003,0.322,-6.829,0.74,0
521083,0.884,-10.345,0.391,0
228364,0.48,-4.031,0.696,0
224018,0.949,-19.747,0.0834,0
6218,0.992,-8.156,0.589,0
356391,0.0973,-2.92,0.966,0
58218,0.0481,-7.343,0.811,0
520018,0.927,-10.178,0.539,0
469471,0.559,-17.126,0.438,0
315007,0.634,-11.049,0.689,0
25363,0.983,-13.289,0.292,0
