,acousticness,loudness,energy,explicit
270948,0.825,-16.768,0.364,0
111711,0.0331,-4.609,0.813,0
585013,0.531,-12.634,0.436,1
87442,0.857,-6.518,0.333,0
32564,0.594,-13.731,0.321,0
212467,0.884,-14.855,0.805,0
310439,0.0252,-6.047,0.671,0
48400,0.331,-9.918,0.506,0
392062,0.0709,-16.949,0.355,0
324732,0.332,-8.618,0.514,0
581735,0.00877,-7.977,0.841,0
407660,0.827,-14.231,0.437,0
101289,0.877,-15.103,0.285,0
452444,0.00537,-11.199,0.75,0
307279,0.0558,-4.855,0.785,0
568869,0.354,-6.89,0.546,0
488758,0.139,-2.374,0.882,0
506004,0.00635,-5.772,0.942,0
326204,0.00085,-4.159,0.857,0
418821,0.00194,-4.989,0.839,0
68387,0.0191,-7.273,0.753,1
155655,0.387,-3.767,0.869,0
183354,0.206,-7.22,0.848,0
164539,0.456,-11.984,0.401,0
84510,0.411,-6.213,0.524,0
9489,0.838,-12.646,0.372,0
87914,0.608,-5.46,0.676,0
478600,0.179,-8.682,0.578,0
346871,0.308,-5.374,0.622,0
398681,0.00815,-4.712,0.852,0
42820,0.583,-9.749,0.381,0
243551,0.196,-9.33,0.526,0
216727,0.937,-11.147,0.3,0
7569,0.272,-21.504,0.279,0
275272,0.677,-9.684,0.401,0
436087,0.000192,-3.866,0.958,0
560297,0.107,-2.555,0.967,0
218139,0.206,-5.796,0.624,1
60234,0.594,-13.439,0.414,0
585982,0.73,-15.17,0.392,0
89734,0.00925,-6.527,0.937,1
135472,0.993,-26.908,0.0143,0
554981,0.578,-7.392,0.539,0
138000,0.721,-16.554,0.306,0
27261,0.983,-17.762,0.108,0
155056,0.0493,-14.267,0.586,1
367098,0.829,-18.501,0.171,0
117945,0.0641,-4.63,0.941,0
32164,0.856,-19.446,0.181,0
482425,0.168,-21.394,0.163,0
233877,0.0944,-6.13,0.63,0
297038,0.124,-11.434,0.654,0
184421,0.0551,-6.699,0.739,1
399595,0.0324,-4.089,0.74,1
201565,0.985,-22.133,0.139,0
338788,0.215,-13.957,0.464,0
268357,0.652,-11.579,0.56,0
139482,0.803,-12.347,0.371,0
211748,0.864,-13.135,0.321,0
280700,0.956,-18.805,0.145,0
468301,0.00352,-12.813,0.3,0
80371,0.0271,-5.144,0.8,0
413567,0.99,-21.004,0.18,0
217800,0.0953,-6.108,0.534,0
228106,0.274,-7.252,0.611,0
236034,0.332,-9.659,0.568,0
439751,0.985,-22.241,0.0765,0
23014,0.762,-10.056,0.731,0
212674,0.09,-6.309,0.729,0
510355,0.255,-9.957,0.344,0
523806,0.707,-5.814,0.721,0
240866,0.486,-14.332,0.573,0
98870,0.648,-22.757,0.146,0
400198,0.0631,-5.632,0.555,1
253509,0.0302,-5.561,0.853,0
139619,0.827,-17.653,0.299,0
513169,0.995,-6.602,0.312,0
12625,0.985,-10.137,0.231,0
259569,0.645,-9.148,0.602,0
387052,0.156,-5.756,0.855,1
343084,0.00953,-3.639,0.983,0
379476,0.0135,-8.322,0.727,0
127435,0.00978,-6.408,0.823,0
479224,0.595,-24.413,0.349,0
17930,0.992,-18.188,0.0648,0
47431,0.104,-13.774,0.462,0
33266,0.923,-23.11,0.0559,0
528530,0.642,-10.531,0.535,0
560211,0.0664,-4.888,0.936,0
498828,0.32,-11.087,0.661,0
311049,0.0272,-5.866,0.735,0
526068,0.717,-15.423,0.285,0
393323,0.882,-8.098,0.585,0
189398,0.728,-12.674,0.601,0
501027,0.269,-7.011,0.49,1
68248,0.00495,-8.762,0.56,0
279353,0.302,-5.47,0.775,1
59734,0.143,-7.236,0.605,0
38725,0.19,-6.143,0.841,0
208117,0.0267,-6.378,0.826,0
467869,0.134,-4.663,0.84,1
568193,0.0243,-8.91,0.513,0
216960,0.546,-7.551,0.787,0
551957,0.229,-5.602,0.952,0
556447,0.161,-5.836,0.868,0
458964,0.272,-10.652,0.757,0
148407,0.168,-15.342,0.473,0
105437,0.21,-5.838,0.826,0
142492,0.662,-6.757,0.65,0
570038,0.651,-5.204,0.716,0
266385,0.979,-20.209,0.13,0
515751,0.707,-4.799,0.695,0
243806,0.00109,-10.03,0.79,0
461567,0.496,-8.212,0.572,0
20521,0.989,-7.308,0.315,0
166072,0.531,-13.311,0.354,0
481734,0.739,-17.269,0.231,0
156504,0.103,-5.709,0.816,0
33828,0.864,-14.017,0.287,0
107434,0.00361,-5.412,0.945,0
468854,0.872,-12.425,0.287,0
149168,0.366,-12.092,0.422,0
442785,0.0644,-2.961,0.905,0
129946,0.98,-14.117,0.215,0
426997,0.209,-6.636,0.648,0
287911,0.851,-10.177,0.526,0
423904,0.0461,-8.721,0.559,0
132320,0.918,-5.018,0.626,0
379048,0.338,-6.656,0.692,0
347259,0.0994,-5.855,0.756,0
154666,0.0594,-2.294,0.898,1
176824,0.0733,-4.674,0.841,0
24627,0.954,-13.767,0.0911,0
461324,0.148,-6.734,0.521,0
124224,0.982,-19.19,0.113,0
41258,0.636,-10.314,0.383,0
444387,0.553,-4.897,0.669,0
280021,0.978,-28.284,0.0322,0
491829,0.165,-7.884,0.713,0
260428,0.0955,-13.559,0.616,0
493786,0.617,-11.743,0.437,0
334103,0.367,-6.123,0.531,0
268697,0.995,-27.482,0.0239,0
569177,0.0198,-6.056,0.919,0
428748,0.587,-7.171,0.554,0
249725,0.477,-9.987,0.397,0
337710,0.989,-24.082,0.113,0
246305,0.348,-10.662,0.356,1
534651,1.66e-06,-7.605,0.82,1
79116,0.318,-8.176,0.862,0
521588,0.855,-4.572,0.811,0
388922,0.165,-7.449,0.583,1
193820,0.702,-10.457,0.611,0
348905,0.184,-7.395,0.918,0
26274,0.948,-15.325,0.0332,0
534279,0.000675,-1.474,0.98,0
471950,0.0759,-11.398,0.512,0
314327,0.977,-42.911,0.00107,0
101881,0.228,-8.662,0.533,0
456042,0.376,-12.831,0.664,0
91499,0.597,-6.374,0.527,0
254834,0.669,-6.146,0.773,0
175256,0.00193,-5.626,0.706,0
117227,0.586,-11.675,0.39,0
539583,0.845,-9.074,0.285,0
438663,0.364,-10.565,0.444,0
278342,0.346,-2.932,0.792,0
333768,0.612,-9.072,0.451,0
34380,0.93,-11.321,0.239,0
184525,0.00417,-8.737,0.803,0
455637,0.000943,-5.728,0.973,0
540347,0.114,-7.597,0.587,0
253532,0.688,-9.369,0.45,0
536020,0.05,-5.14,0.461,0
533483,0.991,-15.803,0.193,0
409204,0.74,-10.553,0.413,0
386095,0.298,-11.645,0.618,0
46552,0.00079,-9.379,0.734,0
307639,0.62,-23.513,0.127,0
321857,0.108,-6.608,0.606,0
385811,0.128,-10.987,0.684,0
269610,0.0437,-10.549,0.532,0
81538,0.502,-3.283,0.667,0
315691,0.797,-19.828,0.168,0
470960,0.0275,-5.462,0.664,0
447346,0.366,-6.373,0.751,0
256210,0.129,-4.533,0.757,0
312949,0.0356,-8.389,0.707,0
302835,0.603,-6.663,0.474,0
168344,0.445,-6.583,0.701,0
353757,0.682,-14.181,0.0923,0
512365,0.98,-14.98,0.273,0
55590,0.0242,-9.03,0.711,0
182314,0.0802,-7.147,0.868,0
158645,0.29,-4.342,0.508,0
149948,0.409,-12.733,0.42,1
235561,0.229,-8.034,0.515,0
437535,0.062,-9.662,0.424,0
293170,0.0254,-7.687,0.648,0
216538,0.565,-3.17,0.858,0
177063,0.00174,-2.949,0.992,0
251103,0.333,-6.762,0.653,0
127842,0.0544,-9.913,0.823,0
577424,0.414,-8.055,0.477,0
353706,0.43,-8.216,0.913,0
273801,0.233,-6.927,0.794,0
27190,0.996,-14.108,0.28,0
90137,0.085,-7.418,0.746,0
499572,0.00728,-6.01,0.838,0
96567,0.56,-9.622,0.714,0
486455,0.0865,-12.615,0.428,0
42937,0.406,-12.176,0.419,0
365307,0.296,-8.559,0.656,0
264789,0.122,-6.6,0.927,0
175070,0.000269,-6.163,0.667,0
128575,0.289,-13.357,0.466,0
60247,0.157,-9.981,0.733,0
31988,0.569,-11.3,0.336,0
513188,0.994,-11.611,0.0892,0
313509,0.266,-6.084,0.596,0
435257,0.576,-12.591,0.497,0
307193,0.384,-10.722,0.661,0
441132,0.33,-12.973,0.538,0
457185,0.827,-7.084,0.425,0
456149,0.125,-5.09,0.686,0
303898,0.0747,-6.751,0.676,0
458186,0.032,-11.669,0.885,0
493575,0.936,-22.953,0.0488,0
542285,0.0645,-3.796,0.85,0
194284,0.77,-12.459,0.574,0
258448,0.0856,-5.799,0.947,0
475293,0.269,-4.082,0.688,0
6416,0.714,-9.073,0.596,0
140638,0.705,-10.538,0.373,0
404001,0.211,-4.296,0.878,0
434983,0.525,-11.327,0.364,0
3370,0.852,-18.035,0.322,0
346004,0.143,-8.666,0.753,0
432097,0.918,-19.051,0.0506,0
557229,0.982,-15.186,0.128,0
334690,0.0494,-9.76,0.431,0
139812,0.0118,-12.656,0.371,0
16406,0.984,-14.826,0.276,0
484541,0.924,-10.524,0.125,0
577068,0.209,-8.543,0.619,0
528613,0.286,-5.174,0.748,0
513065,0.993,-10.289,0.257,0
3065,0.918,-11.47,0.395,0
272424,0.955,-19.71,0.0242,0
463475,0.639,-6.944,0.534,1
404858,0.761,-5.392,0.498,0
318504,0.221,-16.034,0.326,0
266272,0.81,-12.452,0.231,0
136744,0.907,-9.314,0.348,0
440368,0.00996,-12.088,0.792,0
148089,0.477,-12.256,0.487,0
432627,0.877,-12.707,0.594,0
583465,0.273,-3.991,0.823,0
486537,0.485,-6.81,0.728,0
503152,0.236,-14.413,0.266,0
467896,0.174,-7.059,0.985,0
472106,0.00353,-14.713,0.561,0
57008,0.41,-15.227,0.283,0
582334,0.473,-2.924,0.946,0
243177,0.454,-8.658,0.487,0
78797,0.813,-10.971,0.558,0
135803,0.99,-7.003,0.276,0
310451,0.000384,-11.506,0.805,0
2193,0.381,-21.079,0.177,0
43476,0.289,-6.813,0.757,0
380154,0.0182,-5.811,0.7,0
171084,0.272,-9.546,0.634,0
387317,0.0444,-5.154,0.949,1
126878,0.778,-16.832,0.322,0
447056,0.514,-6.133,0.621,0
224630,0.168,-12.136,0.84,0
89630,0.0389,-5.376,0.811,0
131646,0.6,-13.536,0.198,0
351795,0.406,-6.123,0.654,0
551958,0.853,-19.369,0.163,0
384293,0.000401,-6.109,0.932,0
275808,0.182,-5.471,0.583,0
470310,0.0202,-9.571,0.773,0
352130,0.17,-5.631,0.533,0
503521,0.287,-15.646,0.196,0
9123,0.996,-18.563,0.0547,0
159880,0.786,-8.411,0.405,0
1578,0.927,-18.646,0.0804,0
407292,0.478,-19.875,0.204,0
239416,0.932,-11.232,0.175,0
240522,0.649,-8.517,0.505,0
86880,0.373,-10.076,0.513,0
224023,0.908,-11.44,0.236,0
310222,0.0284,-4.188,0.997,0
526970,0.433,-10.582,0.357,0
422572,0.00439,-7.224,0.69,0
571183,0.694,-12.664,0.509,0
140740,0.823,-16.589,0.224,0
160547,0.74,-12.031,0.106,0
117768,0.312,-10.655,0.46,0
536118,0.0238,-8.887,0.615,1
183318,0.0173,-4.856,0.982,0
171962,0.0829,-8.114,0.722,0
311838,0.0595,-12.697,0.698,0
66231,0.821,-14.301,0.306,0
340859,0.888,-14.004,0.104,0
547130,0.0155,-8.711,0.477,0
350414,0.893,-9.172,0.442,0
474696,0.859,-9.172,0.392,0
252511,0.594,-9.018,0.529,0
296257,0.717,-10.625,0.366,0
234794,0.76,-12.498,0.33,0
78770,0.0973,-4.575,0.883,0
176270,0.0172,-4.651,0.927,0
228415,0.52,-10.881,0.425,0
449198,0.133,-5.458,0.554,0
521670,0.561,-11.087,0.536,0
124902,0.756,-10.326,0.433,0
372441,0.113,-4.741,0.888,1
166863,1.37e-06,-9.809,0.97,0
241909,0.00994,-7.272,0.894,0
556536,0.00243,-5.231,0.759,0
51061,0.0941,-11.079,0.558,0
145424,0.0218,-7.4,0.855,0
490474,0.699,-8.02,0.419,0
349962,0.222,-5.441,0.962,0
178614,0.462,-8.076,0.578,0
543932,0.827,-12.94,0.386,0
74173,0.934,-20.833,0.0668,0
223645,0.677,-19.922,0.207,0
252439,0.719,-8.996,0.544,0
160578,0.946,-11.937,0.283,0
335688,0.425,-6.908,0.575,0
441930,2.66e-05,-3.461,0.981,0
561715,0.865,-11.042,0.305,0
166476,0.00168,-5.127,0.967,0
294685,0.0687,-9.754,0.499,0
21436,0.955,-18.851,0.161,0
273785,0.0454,-5.782,0.953,0
152362,0.593,-7.49,0.834,0
369013,0.856,-14.716,0.32,0
101272,0.5,-6.35,0.46,0
565964,0.342,-11.596,0.491,0
49735,0.0232,-4.56,0.905,0
561175,0.156,-3.826,0.744,0
172590,0.971,-11.625,0.215,0
25504,0.96,-16.193,0.186,0
426217,0.91,-8.431,0.451,0
207456,0.259,-7.139,0.908,0
554125,0.00698,-5.6,0.725,0
102093,0.918,-14.242,0.24,0
538139,0.759,-14.627,0.29,0
129876,0.147,-8.125,0.672,0
482739,0.913,-17.865,0.26,0
563766,0.0857,-10.274,0.945,0
154663,0.0121,-10.978,0.679,0
486916,0.176,-6.588,0.779,0
31666,0.319,-7.532,0.753,0
148734,0.468,-10.253,0.538,0
32630,0.943,-14.188,0.0766,0
175738,0.0142,-4.696,0.897,0
13637,0.743,-9.609,0.441,0
543322,0.0668,-9.767,0.89,0
292533,0.437,-7.07,0.864,0
179760,0.921,-31.06,0.0431,0
287790,0.439,-15.17,0.275,0
3641,0.858,-18.79,0.304,0
423616,0.605,-8.164,0.871,0
36140,0.853,-10.45,0.309,0
482105,0.763,-23.796,0.231,0
96753,0.248,-14.752,0.538,0
246189,0.0241,-15.803,0.388,1
111627,0.359,-6.356,0.821,0
335309,0.0302,-6.696,0.627,0
6876,0.978,-16.906,0.108,0
154163,0.0275,-5.595,0.687,0
19387,0.967,-9.199,0.532,0
326956,0.42,-22.821,0.369,0
468867,0.916,-22.998,0.131,0
293134,0.00209,-5.975,0.592,0
266802,0.931,-15.792,0.184,0
476790,0.996,-33.769,0.0236,0
375905,0.59,-8.42,0.541,0
206512,0.217,-8.244,0.693,0
54642,0.334,-13.655,0.385,0
480628,0.00485,-5.992,0.859,0
334253,0.546,-5.933,0.487,0
83468,0.0017,-3.767,0.984,0
508918,0.00386,-4.021,0.962,0
486666,0.025,-4.905,0.679,0
239873,0.0672,-14.177,0.276,0
326184,0.269,-6.23,0.69,0
237631,0.00256,-3.2,0.831,0
142899,0.176,-7.793,0.526,0
456167,0.309,-10.09,0.374,0
199376,0.7,-10.02,0.339,0
291315,0.112,-8.428,0.676,0
509900,0.0992,-8.548,0.762,0
416871,0.986,-15.549,0.21,0
443427,0.00786,-4.045,0.885,0
338937,0.478,-9.763,0.41,0
153668,0.00136,-3.574,0.985,0
312679,0.424,-6.936,0.415,0
340392,0.0855,-11.405,0.552,0
74506,0.415,-3.579,0.843,0
450744,0.863,-8.016,0.278,0
414307,0.762,-7.914,0.425,0
177417,0.275,-4.576,0.776,0
354604,0.445,-8.786,0.278,0
260299,0.989,-15.858,0.2,0
181843,0.292,-13.803,0.587,0
465259,0.216,-6.454,0.564,0
367322,0.198,-7.891,0.724,0
478546,0.0936,-2.999,0.917,0
574657,0.0516,-4.177,0.69,0
291014,0.827,-12.984,0.245,0
452804,1.49e-05,-12.355,0.763,0
382928,0.857,-8.461,0.398,0
398232,0.00191,-6.973,0.907,0
249594,0.812,-12.593,0.269,0
413502,0.965,-14.526,0.304,0
281396,0.0315,-10.005,0.938,0
233567,0.914,-12.818,0.411,0
114107,0.337,-10.558,0.587,0
277737,0.877,-8.709,0.429,0
10256,0.968,-15.845,0.188,0
200183,0.446,-5.163,0.716,0
293774,0.000821,-6.093,0.908,0
472426,0.739,-8.152,0.567,0
416771,0.708,-7.805,0.583,0
490665,0.0088,-10.099,0.726,0
196541,0.812,-15.361,0.507,0
458922,0.168,-12.632,0.529,0
156666,0.426,-8.898,0.538,0
173397,0.129,-1.683,0.794,0
48986,0.00698,-6.937,0.747,0
250023,0.186,-9.162,0.898,0
152549,0.00184,-15.693,0.751,0
87426,0.0191,-7.68,0.835,0
186067,0.0566,-7.119,0.823,0
337485,0.119,-5.59,0.825,0
99799,0.674,-7.918,0.482,0
397664,0.201,-3.314,0.872,1
88814,0.0948,-3.57,0.846,1
147268,0.616,-13.068,0.448,0
492550,0.871,-20.507,0.145,0
72000,0.19,-6.665,0.62,1
348427,0.943,-16.081,0.254,0
407633,0.995,-25.155,0.0479,0
547288,0.812,-13.712,0.258,0
297952,0.357,-7.176,0.649,0
225337,0.0307,-10.66,0.728,0
144026,0.691,-11.616,0.454,0
506160,0.67,-13.84,0.399,0
17754,0.865,-13.989,0.192,0
437206,0.513,-5.439,0.727,0
458663,0.475,-11.622,0.765,0
31943,0.756,-17.892,0.191,0
407020,0.592,-7.66,0.542,0
436076,0.455,-7.875,0.74,0
418191,0.719,-9.305,0.522,1
83503,0.00037,-8.405,0.912,0
79610,0.92,-14.516,0.144,0
430629,0.338,-6.141,0.828,0
269413,0.844,-14.434,0.199,0
482322,0.826,-14.231,0.33,0
473892,0.141,-6.456,0.665,0
174860,0.154,-6.887,0.547,0
539198,0.839,-10.972,0.351,0
136246,0.968,-6.425,0.31,0
542337,0.569,-11.362,0.371,0
151666,0.0781,-12.27,0.528,0
521367,0.978,-15.886,0.207,0
568307,0.652,-10.385,0.544,0
523648,0.842,-12.085,0.349,0
479471,0.551,-9.246,0.709,0
31243,0.854,-12.513,0.355,0
210965,0.674,-4.554,0.708,0
578535,0.071,-4.69,0.935,0
490440,0.87,-9.417,0.192,0
21531,0.451,-13.83,0.254,0
403245,0.0783,-9.291,0.613,0
464716,0.978,-14.732,0.219,0
345325,0.563,-12.686,0.277,0
39931,0.564,-13.255,0.328,0
167062,0.21,-6.836,0.668,0
100636,0.508,-9.079,0.514,0
438823,0.417,-9.878,0.514,0
401140,0.397,-11.33,0.604,0
448380,0.00349,-7.08,0.675,0
362886,0.845,-6.054,0.533,0
476750,0.00265,-11.219,0.552,0
430256,0.226,-8.651,0.886,0
279707,0.00548,-7.162,0.664,0
131555,0.101,-3.304,0.918,0
442124,0.00507,-4.382,0.882,0
281309,0.779,-12.463,0.315,0
377717,0.302,-6.357,0.741,0
244331,0.0479,-7.522,0.718,0
224038,0.0635,-10.228,0.521,0
305843,0.838,-11.087,0.34,0
288621,0.813,-9.869,0.401,0
552090,0.000175,-7.628,0.907,0
228032,0.0318,-10.849,0.518,0
357101,0.144,-4.15,0.861,0
49093,0.0615,-7.697,0.643,0
119215,0.202,-8.09,0.559,0
520538,0.011,-9.311,0.908,0
220300,0.523,-8.744,0.397,0
37050,0.883,-10.303,0.5,0
554044,0.874,-10.276,0.269,0
205335,0.882,-11.309,0.12,0
227297,0.639,-14.676,0.419,0
182811,0.582,-11.976,0.659,0
378878,0.0484,-14.147,0.527,0
286524,0.416,-9.342,0.515,0
386175,0.978,-8.453,0.539,0
560222,0.000975,-3.431,0.965,0
377092,0.837,-10.435,0.755,0
405441,0.105,-5.625,0.502,0
542938,0.183,-7.447,0.541,0
304648,2.53e-05,-6.212,0.94,0
133887,0.984,-4.734,0.386,0
38116,0.578,-8.204,0.812,0
528045,0.278,-6.192,0.803,0
325254,0.965,-11.338,0.697,0
453029,0.919,-27.235,0.0244,0
305954,0.979,-28.121,0.0238,0
262233,0.273,-7.211,0.732,0
179658,0.925,-20.798,0.14,0
35253,0.786,-11.828,0.408,0
185711,0.179,-8.358,0.568,0
380580,1.89e-05,-4.589,0.987,0
313493,0.122,-5.208,0.815,1
175341,0.00126,-2.338,0.961,0
49804,0.679,-11.986,0.571,0
561824,0.159,-3.655,0.837,0
79003,0.711,-16.2,0.277,0
260789,0.335,-15.191,0.388,0
296300,0.894,-18.556,0.197,0
539908,0.837,-10.616,0.371,0
54056,0.0724,-14.881,0.601,0
519021,0.673,-6.036,0.591,0
72679,0.0102,-8.145,0.782,0
445570,0.34,-7.965,0.577,0
455716,0.0483,-9.849,0.605,1
47183,0.322,-8.974,0.715,0
212878,0.596,-9.828,0.508,0
274529,0.59,-10.047,0.425,0
121964,0.89,-12.932,0.112,0
481717,0.644,-16.952,0.218,0
382166,0.000263,-6.505,0.871,0
369444,0.971,-17.392,0.335,0
450508,0.163,-5.771,0.649,0
429648,0.259,-7.448,0.816,0
99012,0.835,-4.145,0.846,0
450376,0.0711,-4.974,0.699,1
560301,0.0076,-2.792,0.933,0
171670,0.03,-4.808,0.68,1
486862,0.0938,-4.664,0.714,1
581869,0.000488,-3.948,0.979,0
413573,0.791,-10.169,0.381,0
206656,0.688,-7.701,0.679,0
568863,0.882,-14.76,0.243,0
166836,0.000966,-2.941,0.971,0
441296,0.00124,-11.6,0.78,0
444630,0.861,-8.596,0.353,0
526153,0.936,-12.323,0.209,0
478832,0.522,-4.345,0.779,0
514615,0.422,-12.021,0.573,0
209331,0.677,-4.806,0.79,0
191941,0.42,-11.041,0.366,0
365423,0.628,-4.308,0.753,0
521389,0.952,-13.268,0.303,0
457443,0.937,-11.384,0.231,0
316834,0.0218,-12.466,0.409,0
74538,0.533,-9.369,0.75,1
448022,0.00589,-6.927,0.882,0
90278,0.137,-6.312,0.78,0
579903,0.492,-21.616,0.221,0
428491,0.288,-5.098,0.469,0
144673,0.366,-8.074,0.531,0
13424,0.972,-6.531,0.472,0
147218,0.671,-12.462,0.46,0
429139,0.672,-6.364,0.623,0
207235,0.336,-13.335,0.898,0
41428,0.624,-10.644,0.387,0
128986,0.00975,-4.639,0.883,0
32279,0.837,-16.499,0.206,0
453509,0.0501,-10.716,0.773,0
147576,0.663,-14.297,0.442,0
5807,0.985,-20.756,0.136,0
327680,0.986,-8.774,0.212,0
134152,0.981,-9.036,0.545,0
289867,0.934,-15.188,0.101,0
237164,0.688,-8.328,0.484,0
471498,0.883,-9.61,0.126,0
265672,0.877,-14.076,0.214,0
526728,0.0193,-6.853,0.858,0
79007,0.782,-27.3,0.12,0
463613,0.301,-4.857,0.758,1
514531,0.991,-20.636,0.121,0
243874,0.145,-12.583,0.696,0
538556,0.486,-11.036,0.511,0
216516,0.203,-4.844,0.786,0
210002,0.782,-11.31,0.458,0
38236,0.881,-10.022,0.442,0
361705,0.949,-6.73,0.404,0
379229,0.505,-11.202,0.483,0
282330,0.76,-11.074,0.55,0
466738,0.000425,-6.314,0.968,0
321115,0.102,-5.15,0.602,0
42500,0.7,-7.458,0.381,0
323277,0.475,-11.634,0.464,0
515662,0.978,-11.049,0.509,0
403863,0.44,-7.531,0.528,0
489407,0.636,-15.695,0.31,0
278592,0.00141,-4.077,0.964,0
514458,0.995,-23.556,0.11,0
560648,0.178,-2.673,0.888,0
77477,0.0388,-7.32,0.793,0
201255,0.984,-11.731,0.256,0
490032,0.0256,-5.521,0.633,0
281547,0.511,-15.582,0.211,0
162319,0.96,-5.769,0.481,0
510166,0.688,-15.726,0.314,0
96578,0.633,-9.604,0.642,0
575420,0.263,-11.086,0.505,0
132648,0.944,-8.526,0.435,0
80139,0.476,-10.386,0.478,0
406488,0.68,-11.392,0.249,0
466776,0.477,-8.06,0.862,0
408009,0.977,-15.654,0.269,0
121310,0.99,-13.622,0.327,0
367197,0.764,-10.904,0.446,0
331840,0.417,-13.116,0.365,0
37045,0.838,-8.622,0.518,0
554892,0.00149,-3.889,0.977,0
502225,0.938,-16.934,0.343,0
350559,0.00739,-2.899,0.96,0
190601,0.66,-12.531,0.472,0
250119,0.975,-14.86,0.373,0
226893,0.514,-7.767,0.457,0
7440,0.955,-6.438,0.366,0
494788,0.852,-9.744,0.833,0
39033,0.656,-11.233,0.525,0
471390,0.754,-6.485,0.648,0
15292,0.986,-7.543,0.522,0
133307,0.987,-8.623,0.413,0
203958,0.781,-7.16,0.373,0
274015,0.6,-10.224,0.267,0
410545,0.475,-8.797,0.42,0
500878,0.181,-4.667,0.666,1
577561,0.497,-19.138,0.192,0
382699,0.242,-6.198,0.805,0
80478,0.0244,-5.623,0.881,1
5234,0.989,-6.8,0.444,0
412737,0.873,-10.98,0.316,0
160287,0.964,-21.695,0.0533,0
567490,0.358,-7.592,0.659,0
60969,0.0321,-4.706,0.988,0
380197,0.0915,-10.128,0.808,0
574786,0.122,-6.417,0.545,0
295366,0.721,-8.169,0.51,0
409911,0.375,-19.149,0.274,0
492779,0.163,-8.052,0.625,0
243500,0.409,-8.253,0.8,0
527234,0.816,-11.939,0.279,0
350509,0.0221,-5.372,0.882,0
66449,0.57,-10.551,0.549,1
90984,0.228,-6.774,0.84,0
165100,0.0455,-5.016,0.932,0
447405,0.492,-4.715,0.733,0
104937,0.0513,-10.258,0.825,0
241020,0.0559,-9.249,0.823,0
187929,0.00875,-5.729,0.809,0
34631,0.801,-11.387,0.301,0
84125,0.622,-3.515,0.672,0
417479,0.937,-14.336,0.31,0
16949,0.742,-9.843,0.404,0
324979,0.746,-10.741,0.462,0
50509,0.163,-8.123,0.675,0
21715,0.91,-12.345,0.548,0
546165,0.976,-12.142,0.482,0
503103,0.00684,-16.479,0.539,0
292051,0.00779,-7.15,0.903,0
88978,0.525,-9.989,0.273,0
140431,0.0502,-9.839,0.865,0
163813,0.0398,-4.455,0.933,0
251761,0.405,-8.756,0.502,0
37390,0.845,-14.512,0.228,0
304637,3.82e-05,-6.312,0.997,0
477211,0.000759,-10.566,0.489,0
405942,0.0113,-8.663,0.706,0
320588,0.457,-10.669,0.402,0
422726,0.0641,-6.482,0.673,0
65219,0.536,-13.864,0.323,0
135491,0.996,-16.161,0.346,0
316499,0.139,-14.432,0.666,0
290242,0.39,-11.773,0.325,0
88050,0.252,-9.301,0.591,0
331364,0.0591,-7.217,0.897,0
323435,0.017,-11.027,0.415,1
69448,0.00631,-5.379,0.833,0
15420,0.995,-25.737,0.155,0
392162,0.197,-3.783,0.879,0
125827,0.848,-19.335,0.125,0
295081,0.622,-10.622,0.59,0
301519,0.0848,-5.543,0.833,0
269060,0.994,-27.213,0.0654,0
421524,0.629,-11.487,0.335,0
353065,0.112,-9.016,0.524,0
537640,0.912,-4.595,0.739,0
478963,0.296,-5.989,0.566,1
176073,0.000146,-4.304,0.996,1
509066,0.00388,-6.916,0.566,0
51045,0.569,-13.162,0.458,0
23274,0.955,-21.52,0.0408,0
364669,0.633,-14.589,0.504,0
132741,0.885,-11.273,0.613,0
12622,0.994,-10.372,0.151,0
557399,0.00692,-1.124,0.958,0
359766,0.166,-5.096,0.864,0
349576,0.0876,-9.405,0.703,0
400893,0.895,-13.294,0.447,0
547312,0.634,-3.263,0.742,0
528263,0.0892,-5.672,0.919,0
535206,0.72,-5.249,0.572,0
233082,0.619,-11.484,0.501,0
129938,0.457,-7.211,0.678,0
208561,0.00093,-3.209,0.964,0
389384,0.0117,-3.605,0.788,0
72412,0.00886,-6.989,0.611,0
370588,0.598,-4.027,0.911,0
152027,0.532,-8.02,0.875,0
435069,0.24,-14.275,0.325,0
125481,0.963,-18.657,0.135,0
324670,0.309,-9.121,0.397,0
458591,0.000219,-6.423,0.697,0
360481,0.996,-8.875,0.394,0
345971,0.819,-13.523,0.237,0
481096,0.467,-6.245,0.698,0
487968,0.682,-10.437,0.313,0
435832,0.425,-8.129,0.513,0
252340,0.00104,-5.209,0.944,0
342204,0.654,-7.28,0.736,0
564034,0.189,-13.145,0.593,0
499240,0.548,-11.298,0.457,0
209094,0.376,-7.404,0.766,0
234696,0.19,-5.84,0.784,0
576774,0.924,-14.721,0.453,0
522935,0.207,-7.317,0.715,0
322790,0.301,-5.545,0.794,0
138097,0.778,-13.148,0.539,0
386288,0.00515,-4.502,0.945,0
167505,0.77,-14.275,0.272,0
575377,0.695,-13.729,0.393,0
416798,0.966,-15.549,0.236,0
196387,0.411,-10.565,0.655,0
344064,0.00487,-4.034,0.785,0
529403,0.796,-5.879,0.528,0
243087,0.108,-8.718,0.858,0
24749,0.906,-12.481,0.3,0
354324,0.0665,-8.02,0.861,0
